CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,CustomerValue,TenureSegment
C00380,21,180,3061,One year,Bank Transfer,No,0,0,3780,Developing
C00381,68,67,2144,Two year,Credit Card,Yes,1,0,4556,Loyal
C00382,67,64,5558,One year,Credit Card,Yes,0,0,4288,Loyal
C00383,24,185,1550,Two year,Electronic Check,No,1,0,4440,Developing
C00384,47,187,4343,One year,Bank Transfer,Yes,1,0,8789,Loyal
C00385,1,188,7165,Month-to-month,Bank Transfer,No,0,1,188,New
C00386,25,90,1649,Month-to-month,Credit Card,No,1,0,2250,Developing
C00387,70,168,2375,One year,Bank Transfer,Yes,0,0,11760,Loyal
C00388,42,156,2302,Two year,Electronic Check,No,0,0,6552,Loyal
C00389,42,126,5532,Month-to-month,Credit Card,No,0,0,5292,Loyal
C00390,4,105,2534,Month-to-month,Electronic Check,Yes,0,1,420,New
C00391,3,79,1299,One year,Credit Card,No,1,0,237,New
C00392,56,147,253,Month-to-month,Credit Card,Yes,0,0,8232,Loyal
C00393,6,63,2156,Month-to-month,Credit Card,Yes,1,1,378,New
C00394,22,65,1947,Month-to-month,Bank Transfer,Yes,1,0,1430,Developing
C00395,61,116,6302,One year,Electronic Check,Yes,0,0,7076,Loyal
C00396,57,134,2241,Month-to-month,Electronic Check,Yes,1,0,7638,Loyal
C00397,5,39,3370,Month-to-month,Credit Card,Yes,0,1,195,New
C00398,59,95,7232,Two year,Credit Card,Yes,1,0,5605,Loyal
C00399,62,159,446,One year,Bank Transfer,No,0,0,9858,Loyal
C00400,53,27,4429,Two year,Electronic Check,No,0,0,1431,Loyal
C00401,6,198,6427,Month-to-month,Credit Card,No,1,1,1188,New
C00402,45,199,7564,Month-to-month,Credit Card,Yes,0,0,8955,Loyal
C00403,69,115,4730,One year,Credit Card,Yes,1,0,7935,Loyal
C00404,20,37,4631,Month-to-month,Electronic Check,No,0,0,740,Developing
C00405,25,184,7662,Month-to-month,Credit Card,No,1,0,4600,Developing
C00406,45,104,2541,Month-to-month,Electronic Check,No,1,0,4680,Loyal
C00407,3,75,3048,One year,Electronic Check,No,0,0,225,New
C00408,5,44,7840,One year,Credit Card,No,0,0,220,New
C00409,48,46,6056,Month-to-month,Bank Transfer,No,0,0,2208,Loyal
C00410,48,149,7690,Month-to-month,Bank Transfer,Yes,1,0,7152,Loyal
C00411,23,134,4413,One year,Electronic Check,No,1,0,3082,Developing
C00412,48,95,1168,One year,Bank Transfer,Yes,0,0,4560,Loyal
C00413,64,131,3127,Two year,Electronic Check,No,0,0,8384,Loyal
C00414,2,158,3460,Two year,Electronic Check,No,0,0,316,New
C00415,48,87,6197,One year,Credit Card,Yes,1,0,4176,Loyal
C00416,48,151,530,Two year,Credit Card,Yes,0,0,7248,Loyal
C00417,51,83,7409,Two year,Bank Transfer,Yes,0,0,4233,Loyal
C00418,59,183,4605,One year,Electronic Check,Yes,0,0,10797,Loyal
C00419,35,113,6754,Month-to-month,Bank Transfer,No,1,0,3955,Developing
C00420,18,53,6260,Month-to-month,Bank Transfer,Yes,0,0,954,Developing
C00421,39,146,3886,One year,Bank Transfer,Yes,1,0,5694,Loyal
C00422,14,158,1718,One year,Bank Transfer,No,1,0,2212,Developing
C00423,5,172,2066,One year,Bank Transfer,No,1,0,860,New
C00424,5,93,3720,Month-to-month,Credit Card,Yes,0,1,465,New
C00425,52,47,7270,Two year,Electronic Check,Yes,0,0,2444,Loyal
C00426,54,61,1714,Month-to-month,Bank Transfer,No,1,0,3294,Loyal
C00427,34,191,4220,One year,Bank Transfer,Yes,0,0,6494,Developing
C00428,3,178,1423,Month-to-month,Credit Card,Yes,1,1,534,New
C00429,36,169,7102,One year,Electronic Check,No,1,0,6084,Developing
C00430,10,21,4968,One year,Electronic Check,No,1,0,210,New
C00431,70,156,2011,Two year,Credit Card,Yes,0,0,10920,Loyal
C00432,62,116,2103,One year,Electronic Check,No,1,0,7192,Loyal
C00433,14,162,325,Two year,Credit Card,Yes,0,0,2268,Developing
C00434,67,21,5850,Two year,Electronic Check,Yes,0,0,1407,Loyal
C00435,8,152,499,Month-to-month,Electronic Check,No,0,1,1216,New
C00436,29,151,1329,Month-to-month,Bank Transfer,Yes,1,0,4379,Developing
C00437,30,100,3098,Month-to-month,Electronic Check,No,0,0,3000,Developing
C00438,68,93,3075,Month-to-month,Credit Card,Yes,0,0,6324,Loyal
C00439,46,76,5865,One year,Electronic Check,No,1,0,3496,Loyal
C00440,60,47,6373,Month-to-month,Credit Card,No,1,0,2820,Loyal
C00441,61,26,3471,One year,Credit Card,No,0,0,1586,Loyal
C00442,52,70,5784,Two year,Electronic Check,No,0,0,3640,Loyal
C00443,29,85,5965,Two year,Credit Card,No,0,0,2465,Developing
C00444,59,126,6287,One year,Credit Card,No,1,0,7434,Loyal
C00445,58,150,5290,One year,Credit Card,No,1,0,8700,Loyal
C00446,8,168,7608,Two year,Credit Card,No,0,0,1344,New
C00447,13,190,6568,Month-to-month,Electronic Check,Yes,1,0,2470,Developing
C00448,50,190,6770,Month-to-month,Credit Card,No,1,0,9500,Loyal
C00449,59,165,7758,One year,Electronic Check,Yes,1,0,9735,Loyal
C00450,15,113,6537,Two year,Electronic Check,No,1,0,1695,Developing
C00451,64,57,5241,One year,Electronic Check,No,0,0,3648,Loyal
C00452,19,192,2908,One year,Credit Card,No,1,0,3648,Developing
C00453,36,67,4566,Month-to-month,Electronic Check,No,1,0,2412,Developing
C00454,68,24,3316,One year,Bank Transfer,No,0,0,1632,Loyal
C00455,10,34,5589,Month-to-month,Credit Card,No,0,1,340,New
C00456,1,30,6242,Two year,Bank Transfer,No,0,0,30,New
C00457,31,160,5208,One year,Electronic Check,Yes,1,0,4960,Developing
C00458,1,186,622,Two year,Electronic Check,Yes,1,1,186,New
C00459,53,102,7501,Month-to-month,Credit Card,No,1,0,5406,Loyal
C00460,28,187,3207,One year,Electronic Check,Yes,0,0,5236,Developing
C00461,49,80,3534,Month-to-month,Credit Card,No,1,0,3920,Loyal
C00462,40,158,4093,One year,Electronic Check,Yes,0,0,6320,Loyal
C00463,56,143,6530,One year,Bank Transfer,Yes,1,0,8008,Loyal
C00464,10,168,5667,One year,Electronic Check,Yes,1,1,1680,New
C00465,63,125,6204,Month-to-month,Bank Transfer,No,0,0,7875,Loyal
C00466,38,59,3970,One year,Credit Card,No,0,0,2242,Loyal
C00467,46,37,5635,Two year,Electronic Check,No,0,0,1702,Loyal
C00468,23,23,4012,One year,Electronic Check,Yes,1,0,529,Developing
C00469,53,146,6760,One year,Bank Transfer,Yes,1,0,7738,Loyal
C00470,6,115,4534,Month-to-month,Bank Transfer,Yes,1,1,690,New
C00471,2,194,5397,Month-to-month,Electronic Check,Yes,0,1,388,New
C00472,52,55,2628,Month-to-month,Credit Card,No,1,0,2860,Loyal
C00473,45,187,1946,One year,Electronic Check,Yes,0,0,8415,Loyal
C00474,13,106,5999,Two year,Credit Card,No,1,0,1378,Developing
C00475,19,82,7583,Month-to-month,Credit Card,Yes,0,0,1558,Developing
C00476,44,24,6003,Two year,Credit Card,Yes,1,0,1056,Loyal
C00477,14,131,903,Two year,Electronic Check,Yes,1,0,1834,Developing
C00478,29,117,3187,Two year,Electronic Check,Yes,1,0,3393,Developing
C00479,32,59,4807,Month-to-month,Credit Card,No,1,0,1888,Developing
C00480,11,160,4666,Two year,Credit Card,No,0,1,1760,New
C00481,69,58,3105,One year,Electronic Check,Yes,0,0,4002,Loyal
C00482,32,199,5789,Month-to-month,Electronic Check,Yes,0,0,6368,Developing
C00483,13,189,6302,Two year,Bank Transfer,No,0,0,2457,Developing
C00484,27,147,7103,Two year,Credit Card,Yes,1,0,3969,Developing
C00485,50,74,7599,Month-to-month,Credit Card,No,1,0,3700,Loyal
C00486,66,67,6774,Month-to-month,Bank Transfer,No,1,0,4422,Loyal
C00487,57,165,5425,Month-to-month,Credit Card,No,0,0,9405,Loyal
C00488,9,72,2417,Month-to-month,Electronic Check,Yes,1,1,648,New
C00489,66,156,677,Month-to-month,Credit Card,Yes,0,0,10296,Loyal
C00490,56,52,4061,One year,Electronic Check,Yes,1,0,2912,Loyal
C00491,44,30,4695,One year,Credit Card,Yes,1,0,1320,Loyal
C00492,54,123,7652,Month-to-month,Electronic Check,No,1,0,6642,Loyal
C00493,2,114,5468,One year,Credit Card,Yes,1,0,228,New
C00494,68,128,2102,Month-to-month,Electronic Check,Yes,1,0,8704,Loyal
C00495,22,164,2339,One year,Credit Card,No,0,0,3608,Developing
C00496,50,128,6970,Month-to-month,Credit Card,Yes,1,0,6400,Loyal
C00497,2,49,5917,Two year,Bank Transfer,No,1,0,98,New
C00498,46,198,2158,Month-to-month,Bank Transfer,No,0,0,9108,Loyal
C00499,1,185,5755,Two year,Credit Card,Yes,1,1,185,New
C00500,27,181,4292,Month-to-month,Bank Transfer,No,1,0,4887,Developing
